# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu May  9 01:11:38 2019
#
# User preference: *
#
# CONSTRAINT:  where (pl_discmethod like '%transit%'
# CONSTRAINT:  and pl_orbsmaxstr > 0
# CONSTRAINT:  and pl_orbeccenstr > 0
# CONSTRAINT:  and pl_orbinclstr > 0
# CONSTRAINT:  and pl_bmassjstr > 0
# CONSTRAINT:  and pl_radjstr > 0
# CONSTRAINT:  and pl_densstr > 0)
# CONSTRAINT:  order by pl_name desc, pl_bmassj asc
#
# COLUMN pl_name:        Planet Name
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [AU]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [AU]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN pl_bmassj:      Planet Mass or M*sin(i) [Jupiter mass]
# COLUMN pl_bmassjerr1:  Planet Mass or M*sin(i) Upper Unc. [Jupiter mass]
# COLUMN pl_bmassjerr2:  Planet Mass or M*sin(i) Lower Unc. [Jupiter mass]
# COLUMN pl_bmassjlim:   Planet Mass or M*sin(i) Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter radii]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter radii]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN st_dist:        Distance [pc]
# COLUMN st_disterr1:    Distance Upper Unc. [pc]
# COLUMN st_disterr2:    Distance Lower Unc. [pc]
# COLUMN st_distlim:     Distance Limit Flag
# COLUMN gaia_gmag:      G-band (Gaia) [mag]
# COLUMN gaia_gmagerr:   G-band (Gaia) Unc. [mag]
# COLUMN gaia_gmaglim:   G-band (Gaia) Limit Flag
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_tefferr1:    Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Effective Temperature Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
#
pl_name,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim
Kepler-434 b,Transit,1,12.87470990,0.00000500,-0.00000500,0,0.114300,0.003000,-0.003000,0,0.131000,0.072000,-0.072000,0,86.460,0.380,-0.740,0,2.86000,0.35000,-0.35000,0,1.130,0.260,-0.180,0,2.40000,1.30000,-1.30000,0,1240.00,120.00,-120.00,0,14.500,,0,5977.00,95.00,-95.00,0,1.20,0.09,-0.09,0,1.38,0.13,-0.13,0
Kepler-433 b,Transit,1,5.33408384,0.00000110,-0.00000110,0,0.067900,0.002700,-0.002700,0,0.119000,0.079000,-0.079000,0,89.210,0.520,-0.900,0,2.82000,0.52000,-0.52000,0,1.450,0.160,-0.160,0,1.13000,0.32000,-0.32000,0,1870.00,210.00,-210.00,0,14.416,,0,6360.00,140.00,-140.00,0,1.46,0.17,-0.17,0,2.26,0.25,-0.25,0
Kepler-432 b,Transit,2,52.50112900,0.00006700,-0.00005300,0,0.301000,0.016000,-0.011000,0,0.513400,0.009800,-0.008900,0,88.170,0.610,-0.330,0,5.41000,0.32000,-0.18000,0,1.145,0.036,-0.039,0,4.46000,0.37000,-0.29000,0,870.00,20.00,-20.00,0,12.182,,0,4995.00,78.00,-78.00,0,1.32,0.10,-0.07,0,4.06,0.12,-0.08,0
Kepler-428 b,Transit,1,3.52563254,0.00000015,-0.00000015,0,0.043300,0.000900,-0.000900,0,0.220000,,,1,89.360,0.430,-0.430,0,1.27000,0.19000,-0.19000,0,1.080,0.030,-0.030,0,1.02000,0.15000,-0.15000,0,720.00,25.00,-25.00,0,15.222,,0,5150.00,100.00,-100.00,0,0.87,0.05,-0.05,0,0.80,0.02,-0.02,0
Kepler-427 b,Transit,1,10.29099400,0.00000110,-0.00000110,0,0.091000,0.010000,-0.010000,0,0.570000,,,1,89.500,0.450,-0.450,0,0.29000,0.09000,-0.09000,0,1.230,0.210,-0.210,0,0.16000,0.14000,-0.14000,0,1100.00,150.00,-150.00,0,14.196,,0,5800.00,70.00,-70.00,0,0.96,0.06,-0.06,0,1.35,0.20,-0.20,0
Kepler-426 b,Transit,1,3.21751883,0.00000019,-0.00000019,0,0.041400,0.001000,-0.001000,0,0.180000,,,1,85.740,0.060,-0.060,0,0.34000,0.08000,-0.08000,0,1.090,0.030,-0.030,0,0.26000,0.06000,-0.06000,0,880.00,30.00,-30.00,0,14.807,,0,5725.00,90.00,-90.00,0,0.91,0.06,-0.06,0,0.92,0.02,-0.02,0
Kepler-425 b,Transit,1,3.79701816,0.00000019,-0.00000019,0,0.046400,0.000800,-0.000800,0,0.330000,,,1,87.020,0.080,-0.080,0,0.25000,0.08000,-0.08000,0,0.978,0.022,-0.022,0,0.27000,0.07000,-0.07000,0,650.00,20.00,-20.00,0,14.730,,0,5170.00,70.00,-70.00,0,0.93,0.05,-0.05,0,0.86,0.02,-0.02,0
Kepler-423 b,Transit,1,2.68432850,0.00000007,-0.00000007,0,0.035850,0.000520,-0.001140,0,0.019000,0.028000,-0.014000,0,87.828,0.126,-0.126,0,0.59500,0.08100,-0.08100,0,1.192,0.052,-0.052,0,0.45900,0.08300,-0.08300,0,725.00,75.00,-75.00,0,14.280,,0,5560.00,80.00,-80.00,0,0.85,0.04,-0.04,0,0.95,0.04,-0.04,0
Kepler-413 b,Transit,1,66.26200000,0.02400000,-0.02100000,0,0.355300,0.002000,-0.001800,0,0.118100,0.001800,-0.001700,0,89.929,0.024,-0.016,0,0.21100,0.06900,-0.06600,0,0.388,0.009,-0.009,0,3.20000,1.00000,-1.00000,0,848.13,22.21,-21.16,0,15.594,,0,4700.00,,,0,0.82,0.01,-0.01,0,0.78,0.01,-0.01,0
Kepler-39 b,Transit,1,21.08721000,0.00003700,-0.00003700,0,0.164000,0.003000,-0.003000,0,0.112000,0.057000,-0.057000,0,89.070,0.220,-0.220,0,20.10000,1.30000,-1.30000,0,1.240,0.090,-0.100,0,13.00000,3.00000,-2.20000,0,1200.00,250.00,-250.00,0,14.262,,0,6350.00,100.00,-100.00,0,1.29,0.06,-0.07,0,1.40,0.10,-0.10,0
Kepler-36 c,Transit,2,16.23855000,0.00038000,-0.00054000,0,0.128300,0.001600,-0.001600,0,0.033000,,,1,89.980,0.540,-0.530,0,0.02500,0.00200,-0.00100,0,0.328,0.005,-0.005,0,0.89000,0.07000,-0.05000,0,470.00,,,0,12.077,,0,5911.00,66.00,-66.00,0,1.07,0.04,-0.04,0,1.63,0.02,-0.02,0
Kepler-36 b,Transit,2,13.83989000,0.00082000,-0.00060000,0,0.115300,0.001500,-0.001500,0,0.039000,,,1,90.010,0.690,-0.710,0,0.01400,0.00100,-0.00100,0,0.133,0.003,-0.003,0,7.46000,0.74000,-0.59000,0,470.00,,,0,12.077,,0,5911.00,66.00,-66.00,0,1.07,0.04,-0.04,0,1.63,0.02,-0.02,0
Kepler-35 b,Transit,1,131.45800000,0.07700000,-0.10500000,0,0.603470,0.001010,-0.001030,0,0.042000,0.007000,-0.004000,0,90.760,0.120,-0.090,0,0.12700,0.02000,-0.02000,0,0.728,0.014,-0.014,0,0.41000,0.07000,-0.06900,0,1645.00,43.00,-43.00,0,15.735,,0,5606.00,150.00,-150.00,0,0.89,0.01,-0.01,0,1.03,0.00,0.00,0
Kepler-34 b,Transit,1,288.82200000,0.06300000,-0.08100000,0,1.089600,0.000900,-0.000900,0,0.182000,0.016000,-0.020000,0,90.355,0.026,-0.018,0,0.22000,0.01100,-0.01000,0,0.764,0.012,-0.014,0,0.61300,0.04500,-0.04100,0,1499.00,33.00,-33.00,0,14.830,,0,5913.00,130.00,-130.00,0,1.05,0.00,0.00,0,1.16,0.00,0.00,0
Kepler-30 d,Transit,3,143.34394000,0.00858000,-0.00858000,0,0.500000,,,0,0.022000,0.005000,-0.005000,0,89.841,0.020,-0.020,0,0.07300,0.00800,-0.00800,0,0.785,0.045,-0.045,0,0.19000,0.02000,-0.02000,0,1400.00,,,0,15.376,,0,5498.00,54.00,-54.00,0,0.99,0.08,-0.08,0,0.95,0.12,-0.12,0
Kepler-30 c,Transit,3,60.32310500,0.00024400,-0.00024400,0,0.300000,,,0,0.011100,0.001000,-0.001000,0,90.323,0.030,-0.030,0,2.01000,0.16000,-0.16000,0,1.097,0.036,-0.036,0,1.88000,0.17000,-0.17000,0,1400.00,,,0,15.376,,0,5498.00,54.00,-54.00,0,0.99,0.08,-0.08,0,0.95,0.12,-0.12,0
Kepler-30 b,Transit,3,29.33434000,0.00815000,-0.00815000,0,0.180000,,,0,0.042000,0.003000,-0.003000,0,90.179,0.167,-0.167,0,0.03600,0.00400,-0.00400,0,0.348,0.018,-0.018,0,1.02000,0.13000,-0.13000,0,1400.00,,,0,15.376,,0,5498.00,54.00,-54.00,0,0.99,0.08,-0.08,0,0.95,0.12,-0.12,0
Kepler-21 b,Transit,1,2.78578000,0.00003000,-0.00003000,0,0.042717,0.000000,0.000000,0,0.020000,0.100000,-0.100000,0,83.200,0.280,-0.260,0,0.01598,0.00541,-0.00541,0,0.146,0.002,-0.001,0,6.40000,2.10000,-2.10000,0,113.00,7.00,-7.00,0,8.128,,0,6305.00,50.00,-50.00,0,1.41,0.02,-0.03,0,1.90,0.02,-0.01,0
Kepler-20 c,Transit,6,10.85409089,0.00000303,-0.00000260,0,0.094900,0.002700,-0.002300,0,0.160000,0.010000,-0.090000,0,89.815,0.036,-0.632,0,0.04012,0.00683,-0.00705,0,0.272,0.006,-0.005,0,2.50000,0.50000,-0.50000,0,290.00,30.00,-30.00,0,12.453,,0,5495.00,50.00,-50.00,0,0.95,0.05,-0.05,0,0.96,0.02,-0.02,0
Kepler-20 b,Transit,6,3.69611525,0.00000115,-0.00000087,0,0.046300,0.000900,-0.001500,0,0.030000,0.090000,-0.030000,0,87.355,0.215,-1.594,0,0.03052,0.00444,-0.00453,0,0.167,0.006,-0.003,0,8.20000,1.50000,-1.30000,0,290.00,30.00,-30.00,0,12.453,,0,5495.00,50.00,-50.00,0,0.95,0.05,-0.05,0,0.96,0.02,-0.02,0
Kepler-17 b,Transit,1,1.48571080,0.00000020,-0.00000020,0,0.025910,0.000370,-0.000360,0,0.011000,,,1,87.200,0.150,-0.150,0,2.45000,0.11000,-0.11000,0,1.310,0.020,-0.020,0,1.35000,0.08000,-0.08000,0,800.00,100.00,-100.00,0,14.131,,0,5781.00,85.00,-85.00,0,1.16,0.06,-0.06,0,1.05,0.03,-0.03,0
Kepler-1658 b,Transit,1,3.84937278,0.00000080,-0.00000080,0,0.054400,0.000700,-0.000700,0,0.062800,0.019700,-0.018500,0,76.520,0.580,-0.590,0,5.88000,0.47000,-0.46000,0,1.070,0.050,-0.050,0,6.36000,1.07000,-0.91000,0,806.07,17.71,-17.71,0,11.420,,0,6216.00,78.00,-78.00,0,1.45,0.06,-0.06,0,2.89,0.13,-0.11,0
Kepler-1656 b,Transit,1,31.57865900,,,0,0.197000,0.021000,-0.021000,0,0.836000,0.013000,-0.012000,0,89.310,0.470,-0.510,0,0.15291,0.01321,-0.01196,0,0.448,0.047,-0.047,0,2.13000,0.87000,-0.57000,0,186.88,0.83,-0.83,0,11.062,,0,5731.00,60.00,-60.00,0,1.03,0.04,-0.04,0,1.10,0.13,-0.13,0
Kepler-1654 b,Transit,1,1047.83560000,0.00180000,-0.00190000,0,2.026000,0.037000,-0.035000,0,0.260000,0.210000,-0.110000,0,89.982,0.012,-0.017,0,0.50000,,,1,0.819,0.019,-0.017,0,1.20000,,,1,567.84,3.79,-3.75,0,13.406,,0,5597.00,95.00,-93.00,0,1.01,0.06,-0.05,0,1.18,0.03,-0.02,0
Kepler-16 b,Transit,1,228.77600000,0.02000000,-0.03700000,0,0.704800,0.001100,-0.001100,0,0.006900,0.001000,-0.001500,0,90.032,0.002,-0.002,0,0.33300,0.01600,-0.01600,0,0.754,0.003,-0.003,0,0.96400,0.04700,-0.04600,0,61.00,,,0,11.747,,0,4450.00,150.00,-150.00,0,0.69,0.00,0.00,0,0.65,0.00,0.00,0
Kepler-15 b,Transit,1,4.94278200,0.00000130,-0.00000130,0,0.057140,0.000860,-0.000930,0,0.060000,,,0,87.440,0.180,-0.200,0,0.66000,0.08000,-0.09000,0,0.960,0.060,-0.070,0,0.93000,0.18000,-0.22000,0,598.00,28.88,-23.79,0,13.714,,0,5515.00,122.00,-130.00,0,1.02,0.04,-0.05,0,0.99,0.06,-0.07,0
Kepler-117 c,Transit,2,50.79039100,0.00001400,-0.00001400,0,0.280400,0.009200,-0.002800,0,0.032300,0.003300,-0.003300,0,89.640,0.100,-0.100,0,1.84000,0.18000,-0.18000,0,1.101,0.035,-0.035,0,1.74000,0.18000,-0.18000,,1430.00,50.00,-50.00,0,14.247,,0,6150.00,110.00,-110.00,0,1.13,0.13,-0.02,0,1.61,0.05,-0.05,0
Kepler-117 b,Transit,2,18.79592280,0.00000750,-0.00000750,0,0.144500,0.004700,-0.001400,0,0.049300,0.006200,-0.006200,0,88.740,0.120,-0.120,0,0.09400,0.03300,-0.03300,0,0.719,0.024,-0.024,0,0.30000,0.11000,-0.11000,0,1430.00,50.00,-50.00,0,14.247,,0,6150.00,110.00,-110.00,0,1.13,0.13,-0.02,0,1.61,0.05,-0.05,0
Kepler-11 g,Transit,6,118.38070000,0.00100000,-0.00060000,0,0.466000,0.004000,-0.004000,0,0.150000,,,1,89.870,0.050,-0.060,0,0.07900,,,1,0.297,0.005,-0.007,0,4.00000,,,1,613.00,,,0,13.706,,0,5663.00,55.00,-66.00,0,0.96,0.03,-0.03,0,1.06,0.02,-0.02,0
Kepler-11 f,Transit,6,46.68880000,0.00270000,-0.00320000,0,0.250000,0.002000,-0.002000,0,0.013000,0.011000,-0.009000,0,89.470,0.040,-0.040,0,0.00600,0.00300,-0.00300,0,0.222,0.004,-0.006,0,0.69000,0.29000,-0.32000,0,613.00,,,0,13.706,,0,5663.00,55.00,-66.00,0,0.96,0.03,-0.03,0,1.06,0.02,-0.02,0
Kepler-11 e,Transit,6,31.99960000,0.00080000,-0.00120000,0,0.195000,0.002000,-0.002000,0,0.012000,0.006000,-0.006000,0,88.890,0.020,-0.020,0,0.02500,0.00500,-0.00700,0,0.374,0.006,-0.008,0,0.58000,0.11000,-0.16000,0,613.00,,,0,13.706,,0,5663.00,55.00,-66.00,0,0.96,0.03,-0.03,0,1.06,0.02,-0.02,0
Kepler-11 d,Transit,6,22.68450000,0.00090000,-0.00090000,0,0.155000,0.001000,-0.001000,0,0.004000,0.007000,-0.002000,0,89.670,0.130,-0.160,0,0.02300,0.00300,-0.00500,0,0.278,0.005,-0.006,0,1.28000,0.14000,-0.27000,0,613.00,,,0,13.706,,0,5663.00,55.00,-66.00,0,0.96,0.03,-0.03,0,1.06,0.02,-0.02,0
Kepler-11 c,Transit,6,13.02410000,0.00130000,-0.00080000,0,0.107000,0.001000,-0.001000,0,0.026000,0.063000,-0.013000,0,89.590,0.410,-0.160,0,0.00900,0.00900,-0.00500,0,0.256,0.004,-0.005,0,0.66000,0.66000,-0.35000,0,613.00,,,0,13.706,,0,5663.00,55.00,-66.00,0,0.96,0.03,-0.03,0,1.06,0.02,-0.02,0
Kepler-11 b,Transit,6,10.30390000,0.00060000,-0.00100000,0,0.091000,0.001000,-0.001000,0,0.045000,0.068000,-0.042000,0,89.640,0.360,-0.180,0,0.00600,0.00400,-0.00300,0,0.161,0.003,-0.004,0,1.72000,1.25000,-0.91000,0,613.00,,,0,13.706,,0,5663.00,55.00,-66.00,0,0.96,0.03,-0.03,0,1.06,0.02,-0.02,0
Kepler-101 b,Transit,2,3.48768120,0.00000700,-0.00000700,0,0.047400,0.001000,-0.000800,0,0.086000,0.080000,-0.059000,0,85.820,1.730,-1.530,0,0.16000,0.02000,-0.01000,0,0.510,0.080,-0.070,0,1.45000,0.83000,-0.48000,0,657.00,130.33,-115.79,0,13.567,,0,5667.00,50.00,-50.00,0,1.17,0.07,-0.05,0,1.56,0.20,-0.20,0
KOI-94 e,Transit,4,54.32031000,0.00012000,-0.00012000,0,0.304600,0.004000,-0.004000,0,0.019000,0.230000,-0.230000,0,89.760,0.150,-0.150,0,0.11000,0.05700,-0.08800,0,0.585,0.055,-0.055,0,0.60000,0.26000,-0.56000,0,462.00,79.81,-52.66,0,12.188,,0,6182.00,58.00,-58.00,0,1.28,0.05,-0.05,0,1.52,0.14,-0.14,0
KOI-94 d,Transit,4,22.34298900,0.00000670,-0.00000670,0,0.168400,0.002200,-0.002200,0,0.022000,0.038000,-0.038000,0,89.871,0.123,-0.123,0,0.33400,0.03500,-0.03500,0,1.005,0.095,-0.095,0,0.36300,0.10100,-0.10100,0,462.00,79.81,-52.66,0,12.188,,0,6182.00,58.00,-58.00,0,1.28,0.05,-0.05,0,1.52,0.14,-0.14,0
KOI-94 c,Transit,4,10.42364800,0.00001600,-0.00001600,0,0.101300,0.001300,-0.001300,0,0.430000,0.230000,-0.230000,0,88.360,0.750,-0.750,0,0.04900,0.01800,-0.04900,0,0.385,0.037,-0.037,0,0.91000,0.36000,-0.91000,0,462.00,79.81,-52.66,0,12.188,,0,6182.00,58.00,-58.00,0,1.28,0.05,-0.05,0,1.52,0.14,-0.14,0
KOI-94 b,Transit,4,3.74320800,0.00001500,-0.00001500,0,0.051190,0.000670,-0.000670,0,0.250000,0.170000,-0.170000,0,89.300,0.570,-0.570,0,0.03300,0.01400,-0.01400,0,0.153,0.014,-0.014,0,10.10000,5.50000,-5.50000,0,462.00,79.81,-52.66,0,12.188,,0,6182.00,58.00,-58.00,0,1.28,0.05,-0.05,0,1.52,0.14,-0.14,0
KOI-3680 b,Transit,1,141.24167100,0.00008600,-0.00008600,0,0.534000,0.012000,-0.030000,0,0.496000,0.031000,-0.031000,0,89.892,0.069,-0.086,0,1.93000,0.19000,-0.21000,0,0.990,0.060,-0.070,0,2.46000,0.42000,-0.36000,0,946.59,24.45,-24.45,0,14.503,,0,5830.00,100.00,-100.00,0,1.01,0.07,-0.16,0,0.96,0.05,-0.06,0
KOI-13 b,Transit,1,1.76358800,0.00000100,-0.00000100,0,0.036410,0.000870,-0.000870,0,0.000640,0.000120,-0.000160,0,86.770,0.048,-0.052,0,9.28000,0.16000,-0.16000,0,1.512,0.035,-0.035,0,3.60000,0.30000,-0.30000,0,415.00,48.85,-65.07,0,,,,7650.00,250.00,-250.00,0,1.72,0.10,-0.10,0,1.74,0.04,-0.04,0
KOI-1257 b,Transit,1,86.64766100,0.00003400,-0.00003400,0,0.382000,0.006000,-0.006000,0,0.772000,0.045000,-0.045000,0,89.660,0.240,-0.380,0,1.45000,0.35000,-0.35000,0,0.940,0.120,-0.120,0,2.10000,1.20000,-1.20000,0,900.00,110.00,-110.00,0,14.642,,0,5520.00,80.00,-80.00,0,0.99,0.05,-0.05,0,1.13,0.14,-0.14,0
KELT-1 b,Transit,1,1.21751400,0.00001500,-0.00001500,0,0.024660,0.000160,-0.000160,0,0.009900,0.010000,-0.006900,0,87.800,1.300,-1.900,0,27.23000,0.50000,-0.48000,0,1.110,0.032,-0.022,0,24.70000,1.40000,-1.90000,0,262.00,14.00,-14.00,0,10.590,,0,6518.00,50.00,,0,1.32,0.03,,0,1.46,0.04,,0
K2-29 b,Transit,1,3.25883210,0.00000190,-0.00000190,0,0.042170,0.000240,-0.000240,0,0.066000,0.022000,-0.022000,0,86.656,0.110,-0.080,0,0.73000,0.04000,-0.04000,0,1.190,0.020,-0.020,0,0.53000,0.04000,-0.04000,0,179.39,1.31,-1.31,0,12.201,,0,5358.00,38.00,-38.00,0,0.94,0.02,-0.02,0,0.86,0.01,-0.01,0
K2-266 e,Transit,4,19.48200000,0.00120000,-0.00120000,0,0.124900,0.001900,-0.002000,0,0.043000,0.036000,-0.030000,0,89.450,0.250,-0.180,0,0.02611,0.00850,-0.00566,0,0.244,0.012,-0.010,0,2.21000,0.70000,-0.47000,0,77.16,0.60,-0.59,0,11.353,,0,4285.00,49.00,-57.00,0,0.69,0.03,-0.03,0,0.70,0.02,-0.02,0
K2-266 d,Transit,4,14.69700000,0.00034000,-0.00035000,0,0.103500,0.001600,-0.001700,0,0.047000,0.043000,-0.032000,0,89.460,0.320,-0.250,0,0.02958,0.00912,-0.00629,0,0.261,0.012,-0.011,0,2.03000,0.64000,-0.43000,0,77.16,0.60,-0.59,0,11.353,,0,4285.00,49.00,-57.00,0,0.69,0.03,-0.03,0,0.70,0.02,-0.02,0
K2-266 c,Transit,4,7.81400000,0.00190000,-0.00160000,0,0.067900,0.001100,-0.001100,0,0.042000,0.043000,-0.030000,0,88.280,0.810,-0.410,0,0.00091,0.00053,-0.00035,0,0.063,0.009,-0.008,0,4.51000,0.81000,-0.67000,0,77.16,0.60,-0.59,0,11.353,,0,4285.00,49.00,-57.00,0,0.69,0.03,-0.03,0,0.70,0.02,-0.02,0
K2-265 b,Transit,1,2.36917200,0.00008900,-0.00008900,0,0.033760,0.000210,-0.000210,0,0.084000,0.079000,-0.079000,0,87.700,1.600,-1.600,0,0.02058,0.00264,-0.00264,0,0.153,0.010,-0.010,0,7.10000,1.80000,-1.80000,0,139.22,0.98,-0.98,0,10.928,,0,5477.00,27.00,-27.00,0,0.92,0.02,-0.02,0,0.98,0.05,-0.05,0
K2-263 b,Transit,1,50.81894700,0.00009400,-0.00009400,0,0.257300,0.002900,-0.002900,0,0.140000,,,1,89.240,0.050,-0.070,0,0.04657,0.00975,-0.00975,0,0.215,0.011,-0.011,0,5.70000,1.60000,-1.40000,0,163.23,1.37,-1.37,0,11.405,,0,5368.00,44.00,-44.00,0,0.88,0.03,-0.03,0,0.85,0.02,-0.02,0
K2-261 b,Transit,1,11.63344000,0.00012000,-0.00012000,0,0.102000,0.019000,-0.020000,0,0.390000,0.150000,-0.150000,0,88.400,1.100,-1.900,0,0.22300,0.03100,-0.03100,0,0.850,0.026,-0.022,0,0.48300,0.07600,-0.08100,0,214.58,1.97,-1.97,0,10.459,,0,5537.00,71.00,-71.00,0,1.10,0.01,-0.02,0,1.65,0.04,-0.04,0
HD 89345 b,Transit,1,11.81430000,0.00020000,-0.00020000,0,0.106600,0.001200,-0.001400,0,0.220000,0.095000,-0.130000,0,87.210,0.430,-0.220,0,0.11000,0.01700,-0.01800,0,0.660,0.028,-0.030,0,0.47100,0.09400,-0.08400,0,132.80,1.80,-1.70,0,9.217,,0,5576.00,73.00,-76.00,0,1.16,0.04,-0.04,0,1.75,0.05,-0.05,0
HD 221416 b,Transit,1,14.27670000,0.00370000,-0.00370000,0,0.122800,0.002500,-0.002600,0,0.115000,0.034000,-0.030000,0,85.750,0.360,-0.350,0,0.19000,0.01800,-0.01800,0,0.836,0.031,-0.028,0,0.43100,0.06400,-0.06000,0,95.08,0.72,-0.72,0,7.908,,0,5080.00,90.00,-90.00,0,1.21,0.07,-0.07,0,2.94,0.06,-0.06,0
HD 202772 A b,Transit,1,3.30895800,0.00008300,-0.00008300,0,0.052080,0.000640,-0.000680,0,0.038000,0.042000,-0.027000,0,84.510,1.100,-0.820,0,1.01700,0.07000,-0.06800,0,1.545,0.052,-0.060,0,0.34300,0.04300,-0.03500,0,147.20,2.50,-2.40,0,8.227,,0,6272.00,77.00,-71.00,0,1.72,0.06,-0.07,0,2.59,0.08,-0.09,0
HD 1397 b,Transit,1,11.53533000,0.00079000,-0.00080000,0,0.109700,0.001100,-0.001300,0,0.251000,0.020000,-0.019000,0,88.990,0.670,-0.730,0,0.41500,0.02000,-0.02000,0,1.026,0.025,-0.027,0,0.47700,0.04300,-0.03800,0,79.75,0.17,-0.17,0,7.593,,0,5521.00,60.00,-60.00,0,1.32,0.04,-0.05,0,2.34,0.05,-0.06,0
HD 119130 b,Transit,1,16.98410000,0.00080000,-0.00080000,0,0.130000,0.010000,-0.010000,0,0.040000,0.060000,-0.030000,0,88.400,0.200,-0.300,0,0.07709,0.01384,-0.01384,0,0.235,0.010,-0.009,0,7.40000,1.60000,-1.50000,0,114.29,0.82,-0.81,0,9.756,,0,5725.00,65.00,-65.00,0,1.00,0.03,-0.03,0,1.09,0.03,-0.03,0
HATS-8 b,Transit,1,3.58389300,0.00001000,-0.00001000,0,0.046670,0.000550,-0.000550,0,0.376000,,,1,87.800,1.200,-1.800,0,0.13800,0.01900,-0.01900,0,0.873,0.123,-0.075,0,0.25900,0.09100,-0.09100,0,829.00,110.00,-48.00,0,14.337,,0,5679.00,50.00,-50.00,0,1.06,0.04,-0.04,0,1.09,0.15,-0.06,0
HATS-70 b,Transit,1,1.88823780,0.00000150,-0.00000150,0,0.036320,0.000740,-0.000870,0,0.180000,,,1,86.700,1.600,-1.900,0,12.90000,1.80000,-1.60000,0,1.384,0.079,-0.074,0,6.64000,1.60000,-1.30000,0,1307.00,60.00,-62.00,0,12.586,,0,7930.00,630.00,-820.00,0,1.78,0.12,-0.12,0,1.88,0.06,-0.07,0
HATS-7 b,Transit,1,3.18531500,0.00000540,-0.00000540,0,0.040120,0.000430,-0.000430,0,0.170000,,,1,87.920,0.750,-0.750,0,0.12000,0.01200,-0.01200,0,0.563,0.046,-0.034,0,0.83000,0.18000,-0.18000,0,257.00,15.00,-12.00,0,13.050,,0,4985.00,50.00,-50.00,0,0.85,0.03,-0.03,0,0.81,0.05,-0.04,0
